"pKey","JobStartDate","JobEndDate","APINumber","StateNumber","CountyNumber","OperatorName","WellName","Latitude","Longitude","Projection","TVD","TotalBaseWaterVolume","TotalBaseNonWaterVolume","StateName","CountyName","FFVersion","FederalWell","IndianWell","Source","DTMOD","pKeyPurpose","IngredientName","CASNumber","PercentHighAdditive","PercentHFJob","IngredientComment","IngredientMSDS","MassIngredient","ClaimantCompany","pKeyDisclosure","pKeyRegistryUpload","TradeName","Supplier","Purpose","SystemApproach","IsWater"
"c3e96d3a-340c-4fd5-9f1b-1468d8f34be9",4/3/2018 12:00:00 AM,4/17/2018 12:00:00 AM,"42255356740000","42","255","Marathon Oil ","Turnbull BC 8H",28.763,-98.043,"NAD27",11816.0,9811055.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.005,0.001,null,false,0.0,null,"c3e96d3a-340c-4fd5-9f1b-1468d8f34be9",null,null,null,null,null,null
"6f54ea42-cfa3-4047-bbfc-46081d316dc1",4/3/2018 12:00:00 AM,4/17/2018 12:00:00 AM,"42255356750000","42","255","Marathon Oil ","Turnbull BC 9H",28.763,-98.043,"NAD27",11769.0,7935508.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.006,0.001,null,false,0.0,null,"6f54ea42-cfa3-4047-bbfc-46081d316dc1",null,null,null,null,null,null
"3ea6da1c-bef0-48f9-b319-3fc7702af722",4/17/2018 12:00:00 AM,4/29/2018 12:00:00 AM,"42255356760000","42","255","Marathon Oil ","Turnbull BC 10H",28.763,-98.043,"NAD27",11750.0,6943081.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.005,0.001,null,false,0.0,null,"3ea6da1c-bef0-48f9-b319-3fc7702af722",null,null,null,null,null,null
"ab03d8ab-44d6-41cd-b55f-162284288af0",4/30/2018 12:00:00 AM,5/14/2018 12:00:00 AM,"42255355380000","42","255","Marathon Oil ","Franke May B 4H",28.836,-98.069,"NAD27",11272.0,11262094.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.009,0.001,null,false,0.0,null,"ab03d8ab-44d6-41cd-b55f-162284288af0",null,null,null,null,null,null
"1f13db2e-c475-437c-bd8b-31adda5c3446",4/15/2018 5:00:00 AM,4/20/2018 5:00:00 AM,"42357336620000","42","357","Quanah Panhandle, LLC","Pshigoda 16-1H",36.449,-100.945,"NAD27",0.0,7305148.0,0.0,"Texas","Ochiltree",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.155,0.01,null,false,0.0,null,"1f13db2e-c475-437c-bd8b-31adda5c3446",null,null,null,null,null,null
"978a3b51-2bf3-43c4-9dc5-b9b6576c3907",5/15/2018 12:00:00 AM,5/28/2018 12:00:00 AM,"42255356300000","42","255","Marathon Oil ","May Unit 1 AC 4H",28.822,-97.958,"NAD27",12244.0,6551744.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.008,0.001,null,false,0.0,null,"978a3b51-2bf3-43c4-9dc5-b9b6576c3907",null,null,null,null,null,null
"bd348379-5d70-4f18-b689-59f4a7a20170",5/15/2018 12:00:00 AM,6/1/2018 12:00:00 AM,"42255356310000","42","255","Marathon Oil ","May Unit 1 11H",28.822,-97.958,"NAD27",12434.0,10996661.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.008,0.001,null,false,0.0,null,"bd348379-5d70-4f18-b689-59f4a7a20170",null,null,null,null,null,null
"09516a82-7f15-42e9-bf52-5c9e56fccf2e",5/28/2018 12:00:00 AM,6/1/2018 12:00:00 AM,"42255356290000","42","255","Marathon Oil ","May Unit 1 10H",28.822,-97.958,"NAD27",12291.0,4267262.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.008,0.001,null,false,0.0,null,"09516a82-7f15-42e9-bf52-5c9e56fccf2e",null,null,null,null,null,null
"67aa2e77-0c27-4cf9-b7c3-7bab8d128279",4/17/2018 5:00:00 AM,4/30/2018 5:00:00 AM,"42405306090000","42","405","XTO Energy/ExxonMobil","Miners B2 SL",31.435,-94.26,"NAD83",13905.0,19860289.0,0.0,"Texas","San Augustine",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.041,0.003,null,false,0.0,null,"67aa2e77-0c27-4cf9-b7c3-7bab8d128279",null,null,null,null,null,null
"e62ceda7-c977-4dda-8a53-97d4caf7e032",3/26/2018 5:00:00 AM,4/15/2018 5:00:00 AM,"42405306250000","42","405","XTO Energy/ExxonMobil","BSI USFS F6 DU B4",31.448,-94.241,"NAD27",13789.0,27304146.0,0.0,"Texas","San Augustine",3.0,false,false,null,null,null,"[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt","22042-96-2",0.042,0.003,null,false,0.0,null,"e62ceda7-c977-4dda-8a53-97d4caf7e032",null,null,null,null,null,null
"2611941c-b34d-4ddc-a3ff-110d7792a16c",12/19/2017 12:00:00 AM,12/20/2017 12:00:00 AM,"42475373570000","42","475","Blackbeard Operating","Graham #11",31.511,-102.804,"WGS84",7000.0,53128.0,null,"Texas","Ward",3.0,false,false,null,null,null,"1","68424-85-1",1.0,0.0,null,false,null,null,"2611941c-b34d-4ddc-a3ff-110d7792a16c",null,null,null,null,null,null
"6a677dd1-ef95-41a4-a4bf-789a1bcd0ddd",6/28/2017 5:00:00 AM,9/20/2017 5:00:00 AM,"42329413260000","42","329","Chevron USA Inc.","SOA SCHARBAUER SE 0043WB",31.904,-102.157,"NAD27",9807.0,31969370.0,0.0,"Texas","Midland",3.0,false,false,null,null,null," Alcohols, C12-13, ethoxylated","66455-14-9",30.0,0.015,"",false,42476.0,null,"6a677dd1-ef95-41a4-a4bf-789a1bcd0ddd",null,null,null,null,null,null
"18e3fcd6-4751-4610-8810-b82126a94f04",4/24/2018 5:00:00 AM,5/23/2018 5:00:00 AM,"42173377650000","42","173","Laredo Petroleum, Inc.","FUCHS F 46-34 (ALLOC-D) 4NM",31.653,-101.452,"NAD83",7957.0,26526767.0,50000.0,"Texas","Glasscock",3.0,false,false,null,null,null," Alcohols, C12-13, ethoxylated","66455-14-9",30.0,0.0,"",true,128.0,null,"18e3fcd6-4751-4610-8810-b82126a94f04",null,null,null,null,null,null
"51ae7255-a136-4697-8456-a42e84fc6d15",6/9/2018 5:00:00 AM,6/21/2018 5:00:00 AM,"42383400840000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SU",31.507,-101.452,"NAD83",7477.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Alcohols, C12-13, ethoxylated","66455-14-9",30.0,0.0,"",true,122.0,null,"51ae7255-a136-4697-8456-a42e84fc6d15",null,null,null,null,null,null
"66127f2e-4702-4579-a943-8abb975ba60f",6/10/2018 5:00:00 AM,6/22/2018 5:00:00 AM,"42383400830000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SM",31.507,-101.452,"NAD83",7737.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Alcohols, C12-13, ethoxylated","66455-14-9",30.0,0.0,"",true,122.0,null,"66127f2e-4702-4579-a943-8abb975ba60f",null,null,null,null,null,null
"6a677dd1-ef95-41a4-a4bf-789a1bcd0ddd",6/28/2017 5:00:00 AM,9/20/2017 5:00:00 AM,"42329413260000","42","329","Chevron USA Inc.","SOA SCHARBAUER SE 0043WB",31.904,-102.157,"NAD27",9807.0,31969370.0,0.0,"Texas","Midland",3.0,false,false,null,null,null," Alcohols, C12-16, ethoxylated","68551-12-2",5.0,0.002,"",false,7080.0,null,"6a677dd1-ef95-41a4-a4bf-789a1bcd0ddd",null,null,null,null,null,null
"18e3fcd6-4751-4610-8810-b82126a94f04",4/24/2018 5:00:00 AM,5/23/2018 5:00:00 AM,"42173377650000","42","173","Laredo Petroleum, Inc.","FUCHS F 46-34 (ALLOC-D) 4NM",31.653,-101.452,"NAD83",7957.0,26526767.0,50000.0,"Texas","Glasscock",3.0,false,false,null,null,null," Alcohols, C12-16, ethoxylated","68551-12-2",5.0,0.0,"",true,22.0,null,"18e3fcd6-4751-4610-8810-b82126a94f04",null,null,null,null,null,null
"51ae7255-a136-4697-8456-a42e84fc6d15",6/9/2018 5:00:00 AM,6/21/2018 5:00:00 AM,"42383400840000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SU",31.507,-101.452,"NAD83",7477.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Alcohols, C12-16, ethoxylated","68551-12-2",5.0,0.0,"",true,21.0,null,"51ae7255-a136-4697-8456-a42e84fc6d15",null,null,null,null,null,null
"66127f2e-4702-4579-a943-8abb975ba60f",6/10/2018 5:00:00 AM,6/22/2018 5:00:00 AM,"42383400830000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SM",31.507,-101.452,"NAD83",7737.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Alcohols, C12-16, ethoxylated","68551-12-2",5.0,0.0,"",true,21.0,null,"66127f2e-4702-4579-a943-8abb975ba60f",null,null,null,null,null,null
"5270782d-a21a-4452-869a-49004f4e1de9",11/12/2016 1:03:47 AM,11/12/2016 3:47:02 AM,"42255348610000","42","255","Marathon Oil "," Zaeske Eckols 3H",28.848,-97.935,"NAD27",12241.0,6977250.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null," Ethanol","64-17-5",10.0,0.002,"",true,1354.0,null,"5270782d-a21a-4452-869a-49004f4e1de9",null,null,null,null,null,null
"18e3fcd6-4751-4610-8810-b82126a94f04",4/24/2018 5:00:00 AM,5/23/2018 5:00:00 AM,"42173377650000","42","173","Laredo Petroleum, Inc.","FUCHS F 46-34 (ALLOC-D) 4NM",31.653,-101.452,"NAD83",7957.0,26526767.0,50000.0,"Texas","Glasscock",3.0,false,false,null,null,null," Ethoxylated Alcohol","Proprietary",5.0,0.0,"Denise Tuck, Halliburton, 3000 N. Sam Houston Pkwy E.,  Houston, TX  77032, 281-871-6226",true,36.0," Halliburton","18e3fcd6-4751-4610-8810-b82126a94f04",null,null,null,null,null,null
"51ae7255-a136-4697-8456-a42e84fc6d15",6/9/2018 5:00:00 AM,6/21/2018 5:00:00 AM,"42383400840000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SU",31.507,-101.452,"NAD83",7477.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Ethoxylated Alcohol","Proprietary",5.0,0.0,"Denise Tuck, Halliburton, 3000 N. Sam Houston Pkwy E.,  Houston, TX  77032, 281-871-6226",true,35.0," Halliburton","51ae7255-a136-4697-8456-a42e84fc6d15",null,null,null,null,null,null
"66127f2e-4702-4579-a943-8abb975ba60f",6/10/2018 5:00:00 AM,6/22/2018 5:00:00 AM,"42383400830000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SM",31.507,-101.452,"NAD83",7737.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Ethoxylated Alcohol","Proprietary",5.0,0.0,"Denise Tuck, Halliburton, 3000 N. Sam Houston Pkwy E.,  Houston, TX  77032, 281-871-6226",true,35.0," Halliburton","66127f2e-4702-4579-a943-8abb975ba60f",null,null,null,null,null,null
"18e3fcd6-4751-4610-8810-b82126a94f04",4/24/2018 5:00:00 AM,5/23/2018 5:00:00 AM,"42173377650000","42","173","Laredo Petroleum, Inc.","FUCHS F 46-34 (ALLOC-D) 4NM",31.653,-101.452,"NAD83",7957.0,26526767.0,50000.0,"Texas","Glasscock",3.0,false,false,null,null,null," Methanol","67-56-1",100.0,0.0,"",true,716.0,null,"18e3fcd6-4751-4610-8810-b82126a94f04",null,null,null,null,null,null
"51ae7255-a136-4697-8456-a42e84fc6d15",6/9/2018 5:00:00 AM,6/21/2018 5:00:00 AM,"42383400840000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SU",31.507,-101.452,"NAD83",7477.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Methanol","67-56-1",100.0,0.0,"",true,688.0,null,"51ae7255-a136-4697-8456-a42e84fc6d15",null,null,null,null,null,null
"66127f2e-4702-4579-a943-8abb975ba60f",6/10/2018 5:00:00 AM,6/22/2018 5:00:00 AM,"42383400830000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SM",31.507,-101.452,"NAD83",7737.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Methanol","67-56-1",100.0,0.0,"",true,688.0,null,"66127f2e-4702-4579-a943-8abb975ba60f",null,null,null,null,null,null
"18e3fcd6-4751-4610-8810-b82126a94f04",4/24/2018 5:00:00 AM,5/23/2018 5:00:00 AM,"42173377650000","42","173","Laredo Petroleum, Inc.","FUCHS F 46-34 (ALLOC-D) 4NM",31.653,-101.452,"NAD83",7957.0,26526767.0,50000.0,"Texas","Glasscock",3.0,false,false,null,null,null," Propargyl Alcohol","107-19-7",5.0,0.0,"",true,36.0,null,"18e3fcd6-4751-4610-8810-b82126a94f04",null,null,null,null,null,null
"51ae7255-a136-4697-8456-a42e84fc6d15",6/9/2018 5:00:00 AM,6/21/2018 5:00:00 AM,"42383400840000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SU",31.507,-101.452,"NAD83",7477.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Propargyl Alcohol","107-19-7",5.0,0.0,"",true,35.0,null,"51ae7255-a136-4697-8456-a42e84fc6d15",null,null,null,null,null,null
"66127f2e-4702-4579-a943-8abb975ba60f",6/10/2018 5:00:00 AM,6/22/2018 5:00:00 AM,"42383400830000","42","383","Laredo Petroleum, Inc."," Sugg C 191  5SM",31.507,-101.452,"NAD83",7737.0,22076465.0,48000.0,"Texas","Reagan",3.0,false,false,null,null,null," Propargyl Alcohol","107-19-7",5.0,0.0,"",true,35.0,null,"66127f2e-4702-4579-a943-8abb975ba60f",null,null,null,null,null,null
"5270782d-a21a-4452-869a-49004f4e1de9",11/12/2016 1:03:47 AM,11/12/2016 3:47:02 AM,"42255348610000","42","255","Marathon Oil "," Zaeske Eckols 3H",28.848,-97.935,"NAD27",12241.0,6977250.0,0.0,"Texas","Karnes",3.0,false,false,null,null,null," Quaternary ammonium compound","Proprietary",60.0,0.012,"Denise Tuck, Halliburton, 3000 N. Sam Houston Pkwy E.,  Houston, TX  77032, 281-871-6226",true,8120.0,"Multi-Chem","5270782d-a21a-4452-869a-49004f4e1de9",null,null,null,null,null,null
"59eb9cb2-aa86-4c70-acb8-90407e9722af",8/31/2017 1:18:00 PM,9/8/2017 12:34:00 AM,"42255354110000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  5H",29.046,-97.781,"NAD27",10995.0,8418234.0,2084.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Ethoxylated branched C13 alcohol""","78330-21-9",5.0,0.005,"",true,3849.0,"","59eb9cb2-aa86-4c70-acb8-90407e9722af",null,null,null,null,null,null
"16e4fed5-36a0-462e-bbca-fbe5b6882889",9/1/2017 11:40:00 PM,9/9/2017 3:42:00 PM,"42255354240000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  6H",29.034,-97.786,"NAD27",10945.0,8089556.0,2147.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Ethoxylated branched C13 alcohol""","78330-21-9",5.0,0.004,"",true,3550.0,"","16e4fed5-36a0-462e-bbca-fbe5b6882889",null,null,null,null,null,null
"59eb9cb2-aa86-4c70-acb8-90407e9722af",8/31/2017 1:18:00 PM,9/8/2017 12:34:00 AM,"42255354110000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  5H",29.046,-97.781,"NAD27",10995.0,8418234.0,2084.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Hydrotreated lightpetroleum distillate""","64742-47-8",30.0,0.028,"",true,23091.0,"Halliburton","59eb9cb2-aa86-4c70-acb8-90407e9722af",null,null,null,null,null,null
"16e4fed5-36a0-462e-bbca-fbe5b6882889",9/1/2017 11:40:00 PM,9/9/2017 3:42:00 PM,"42255354240000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  6H",29.034,-97.786,"NAD27",10945.0,8089556.0,2147.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Hydrotreated lightpetroleum distillate""","64742-47-8",30.0,0.026,"",true,21302.0,"Halliburton","16e4fed5-36a0-462e-bbca-fbe5b6882889",null,null,null,null,null,null
"16e4fed5-36a0-462e-bbca-fbe5b6882889",9/1/2017 11:40:00 PM,9/9/2017 3:42:00 PM,"42255354240000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  6H",29.034,-97.786,"NAD27",10945.0,8089556.0,2147.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Quaternary ammonium compounds benzyl-C12-16-alkyldimethyl, chlorides""","68424-85-1",10.0,0.001,"",true,992.0,"","16e4fed5-36a0-462e-bbca-fbe5b6882889",null,null,null,null,null,null
"59eb9cb2-aa86-4c70-acb8-90407e9722af",8/31/2017 1:18:00 PM,9/8/2017 12:34:00 AM,"42255354110000","42","255","GulfTex Energy III, LP"," Janysek-Ecleto Unit  5H",29.046,-97.781,"NAD27",10995.0,8418234.0,2084.0,"Texas","Karnes",3.0,false,false,null,null,null,"""Quaternary ammonium compounds, benzyl-C12-16-alkyldimethyl, chlorides""","68424-85-1",10.0,0.001,"",true,1108.0,"","59eb9cb2-aa86-4c70-acb8-90407e9722af",null,null,null,null,null,null
"67aa2e77-0c27-4cf9-b7c3-7bab8d128279",4/17/2018 5:00:00 AM,4/30/2018 5:00:00 AM,"42405306090000","42","405","XTO Energy/ExxonMobil","Miners B2 SL",31.435,-94.26,"NAD83",13905.0,19860289.0,0.0,"Texas","San Augustine",3.0,false,false,null,null,null,"(2-hydroxyethyl)trimethylammonium chloride","67-48-1",0.231,0.015,null,false,0.0,null,"67aa2e77-0c27-4cf9-b7c3-7bab8d128279",null,null,null,null,null,null
"e62ceda7-c977-4dda-8a53-97d4caf7e032",3/26/2018 5:00:00 AM,4/15/2018 5:00:00 AM,"42405306250000","42","405","XTO Energy/ExxonMobil","BSI USFS F6 DU B4",31.448,-94.241,"NAD27",13789.0,27304146.0,0.0,"Texas","San Augustine",3.0,false,false,null,null,null,"(2-hydroxyethyl)trimethylammonium chloride","67-48-1",0.225,0.015,null,false,0.0,null,"e62ceda7-c977-4dda-8a53-97d4caf7e032",null,null,null,null,null,null
"92b54d1e-1ace-411d-8c05-7bba806475a9",5/18/2018 12:00:00 AM,5/20/2018 12:00:00 AM,"42003477780000","42","003","Ring Energy, Inc.","Ceto 1H",32.51,-102.625,"NAD83",5100.0,1547517.0,0.0,"Texas","Andrews",3.0,false,false,null,null,null,"(2-hydroxyethyl)trimethylammonium chloride","67-48-1",0.217,0.026,null,false,0.0,null,"92b54d1e-1ace-411d-8c05-7bba806475a9",null,null,null,null,null,null
"12b5b812-38b2-4080-aa1f-4682fc540ca3",5/17/2017 5:00:00 AM,5/17/2017 5:00:00 AM,"42417396120000","42","417","Midville Energy ","South Green 597",32.578,-99.347,"NAD27",3280.0,13986.0,101.0,"Texas","Shackelford",3.0,false,false,null,null,null,"(Mineral oil) Light hydrotreated petroleum distillate","64742-47-8",50.0,0.251,null,false,325.0,null,"12b5b812-38b2-4080-aa1f-4682fc540ca3",null,null,null,null,null,null
"4645676a-c418-46bf-b976-a2a011486da5",4/10/2016 5:00:00 AM,4/12/2016 5:00:00 AM,"42389351510000","42","389","BHP Billiton Petroleum ","State Blake 57-T3-46 #1H",31.664,-103.959,"NAD27",9972.0,5519683.0,0.0,"Texas","Reeves",3.0,false,false,null,null,null,"1, 2, 3 - Propanetriol","56-81-5",0.035,0.004,null,false,0.0,null,"4645676a-c418-46bf-b976-a2a011486da5",null,null,null,null,null,null
"c48ffff1-c979-4e1c-a4b7-289168483017",7/29/2016 4:00:00 AM,8/18/2016 4:00:00 AM,"42013353290000","42","013","Atlas Energy, L.P. ","Harris B1H",28.766,-98.604,"NAD27",15710.0,12184588.0,0.0,"Texas","Atascosa",3.0,false,false,null,null,null,"1, 2, 3 - Propanetriol","56-81-5",0.002,0.0,null,false,0.0,null,"c48ffff1-c979-4e1c-a4b7-289168483017",null,null,null,null,null,null
"5e3f00b7-bd3b-417a-8234-449dcbe666e9",8/16/2016 5:00:00 AM,8/25/2016 5:00:00 AM,"42371393900000","42","371","Brigham Resources Operating, LLC","TyTex 41-42 1H",31.098,-103.133,"NAD83",10326.0,17286618.0,0.0,"Texas","Pecos",3.0,false,false,null,null,null,"1, 2, 3 - Propanetriol","56-81-5",0.001,0.0,null,false,0.0,null,"5e3f00b7-bd3b-417a-8234-449dcbe666e9",null,null,null,null,null,null
